experiment_id,experiment,evidence_type,code_commit,source_dataset,source_url,source_license,source_file_sha256,source_raw_text_retained,hardware,mode,policy,admission,K,oracle_uses_future_trace,J,net_benefit_guard_tokens,rep,repetitions,seed,workload_trace_hash,request_count_total,warmup_request_count,cache_capacity,metric_scope,status,request_count,selected_affinity_rate,mean_reuse_coverage,saved_prefill_tokens_total,incremental_saved_prefill_tokens_total,raw_candidate_fanout_p95,evaluated_candidate_fanout_p95,dispatcher_index_bytes
20260716_agenttrace_frozen_sketch_reuse_distance_k128_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,frozen,sketch,reuse_distance,128,False,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,384,0.0,0.7781283492696002,98335.0,31.0,4.0,4.0,8960
20260716_agenttrace_frozen_sketch_oracle_future_value_k2_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,frozen,sketch,oracle_future_value,2,True,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,UpperBoundOnly,384,0.0,0.7780483401846976,98304.0,0.0,0.0,0.0,896
20260716_agenttrace_frozen_sketch_oracle_future_value_k4_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,frozen,sketch,oracle_future_value,4,True,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,UpperBoundOnly,384,0.0,0.7782799624276563,98375.0,71.0,0.0,0.0,1408
20260716_agenttrace_frozen_sketch_oracle_future_value_k8_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,frozen,sketch,oracle_future_value,8,True,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,UpperBoundOnly,384,0.0,0.7781283492696002,98335.0,31.0,0.0,0.0,2432
20260716_agenttrace_frozen_sketch_oracle_future_value_k16_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,frozen,sketch,oracle_future_value,16,True,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,UpperBoundOnly,384,0.0,0.7780483401846976,98304.0,0.0,0.0,0.0,4480
20260716_agenttrace_frozen_sketch_oracle_future_value_k32_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,frozen,sketch,oracle_future_value,32,True,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,UpperBoundOnly,384,0.0,0.7781283492696002,98335.0,31.0,2.0,2.0,8192
20260716_agenttrace_frozen_sketch_oracle_future_value_k64_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,frozen,sketch,oracle_future_value,64,True,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,UpperBoundOnly,384,0.0,0.7781283492696002,98335.0,31.0,4.0,4.0,8960
20260716_agenttrace_frozen_sketch_oracle_future_value_k128_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,frozen,sketch,oracle_future_value,128,True,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,UpperBoundOnly,384,0.0,0.7781283492696002,98335.0,31.0,4.0,4.0,8960
20260716_agenttrace_closed_loop_load_only_kinf_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,closed_loop,load_only,none,inf,False,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,384,0.0,0.7784535157490619,98454.0,150.0,0.0,0.0,384
20260716_agenttrace_closed_loop_exact_kinf_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,closed_loop,exact,exact,inf,False,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,384,0.0,0.7783900280410779,98404.0,100.0,3.0,3.0,16896
20260716_agenttrace_closed_loop_sketch_lru_k2_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,closed_loop,sketch,lru,2,False,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,384,0.0,0.7783900280410779,98404.0,100.0,3.0,3.0,768
20260716_agenttrace_closed_loop_sketch_lru_k4_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,closed_loop,sketch,lru,4,False,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,384,0.0,0.7783900280410779,98404.0,100.0,3.0,3.0,1024
20260716_agenttrace_closed_loop_sketch_lru_k8_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,closed_loop,sketch,lru,8,False,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,384,0.0,0.7783900280410779,98404.0,100.0,3.0,3.0,1536
20260716_agenttrace_closed_loop_sketch_lru_k16_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,closed_loop,sketch,lru,16,False,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,384,0.0,0.7783900280410779,98404.0,100.0,3.0,3.0,2560
20260716_agenttrace_closed_loop_sketch_lru_k32_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,closed_loop,sketch,lru,32,False,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,384,0.0,0.7783900280410779,98404.0,100.0,3.0,3.0,4608
20260716_agenttrace_closed_loop_sketch_lru_k64_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,closed_loop,sketch,lru,64,False,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,384,0.0,0.7783900280410779,98404.0,100.0,3.0,3.0,8704
20260716_agenttrace_closed_loop_sketch_lru_k128_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,closed_loop,sketch,lru,128,False,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,384,0.0,0.7783900280410779,98404.0,100.0,3.0,3.0,16896
20260716_agenttrace_closed_loop_sketch_lfu_k2_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,closed_loop,sketch,lfu,2,False,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,384,0.0,0.7783900280410779,98404.0,100.0,3.0,3.0,768
20260716_agenttrace_closed_loop_sketch_lfu_k4_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,closed_loop,sketch,lfu,4,False,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,384,0.0,0.7783900280410779,98404.0,100.0,3.0,3.0,1024
20260716_agenttrace_closed_loop_sketch_lfu_k8_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,closed_loop,sketch,lfu,8,False,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,384,0.0,0.7783900280410779,98404.0,100.0,3.0,3.0,1536
20260716_agenttrace_closed_loop_sketch_lfu_k16_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,closed_loop,sketch,lfu,16,False,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,384,0.0,0.7783900280410779,98404.0,100.0,3.0,3.0,2560
20260716_agenttrace_closed_loop_sketch_lfu_k32_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,closed_loop,sketch,lfu,32,False,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,384,0.0,0.7783900280410779,98404.0,100.0,3.0,3.0,4608
20260716_agenttrace_closed_loop_sketch_lfu_k64_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,closed_loop,sketch,lfu,64,False,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,384,0.0,0.7783900280410779,98404.0,100.0,3.0,3.0,8704
20260716_agenttrace_closed_loop_sketch_lfu_k128_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,closed_loop,sketch,lfu,128,False,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,384,0.0,0.7783900280410779,98404.0,100.0,3.0,3.0,16896
20260716_agenttrace_closed_loop_sketch_coverage_first_k2_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,closed_loop,sketch,coverage_first,2,False,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,384,0.0,0.7783900280410779,98404.0,100.0,1.0,1.0,768
20260716_agenttrace_closed_loop_sketch_coverage_first_k4_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,closed_loop,sketch,coverage_first,4,False,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,384,0.0,0.7783900280410779,98404.0,100.0,1.0,1.0,1024
20260716_agenttrace_closed_loop_sketch_coverage_first_k8_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,closed_loop,sketch,coverage_first,8,False,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,384,0.0,0.7783900280410779,98404.0,100.0,1.0,1.0,1536
20260716_agenttrace_closed_loop_sketch_coverage_first_k16_rep0,agenttrace_admission_oracle_v4,trace_derived_simulation,19fe2771134a43109738b3bcde1aa35c9364b890,anon8231489123/ShareGPT_Vicuna_unfiltered: V3 unfiltered cleaned split (8k multi-turn subset),https://huggingface.co/datasets/pagarsky/agent-trace,Apache-2.0,51943822e63b4a003d17ea84a08463775a71eba9d7e828d28b20cdf1cba245f2,False,CPU-only; no live vLLM request,closed_loop,sketch,coverage_first,16,False,4,512,0,10,20260716,80eb970c7b5034ea46dcb06cb8f053755296614b7678e59f8b9405105565637b,512,128,128,structural agent-turn replay; Oracle-K is offline diagnosis only; no raw source text and no live latency.,Current,384,0.0,0.7783900280410779,98404.0,100.0,1.0,1.0,2560
